order_id,customer_id,age,city,state,product_category,sub_category,color,price,Quantity,order_date,ship_date
968.0,510.0,29,Santa Barbara,California,clothing,shirt,Black,25.99,1,4/8/2025,4/12/2025
673.0,206.0,52,San Rafael,California,accessories,backpack,Black,39.99,1,4/22/2025,4/26/2025
87.0,395.0,29,Alhambra,California,clothing,pants,Navy,37.99,1,2/19/2025,2/25/2025
626.0,191.0,18,Portland,Oregon,clothing,socks,White,11.99,3,8/11/2025,8/14/2025
126.0,420.0,60,Irvine,California,outerwear,jacket,Black,59.99,3,8/17/2025,8/20/2025
394.0,959.0,39,Portland,Oregon,clothing,sweater,Black,33.99,1,11/11/2025,11/15/2025
,447.0,50,Denver,Colorado,clothing,socks,Black,11.99,4,5/9/2025,5/10/2025
8.0,659.0,34,Pocatello,Idaho,clothing,socks,Black,11.99,1,11/7/2025,11/14/2025
299.0,663.0,28,Irvine,California,clothing,socks,Gray,11.99,3,2/4/2025,2/8/2025
429.0,437.0,61,Grand Rapids,Michigan,outerwear,hoodie,Blue,45.99,2,3/27/2025,4/3/2025
273.0,39.0,29,North Hollywood,California,accessories,hat,Blue,15.99,1,12/19/2025,12/22/2025
775.0,224.0,25,Pasadena,California,outerwear,jacket,White,59.99,2,11/20/2025,11/27/2025
741.0,,34,Minneapolis,Minnesota,clothing,shirt,Navy,25.99,3,,
781.0,816.0,33,Oakland,California,clothing,shorts,Beige,23.99,2,6/26/2025,7/2/2025
520.0,851.0,42,Englewood,Colorado,clothing,t-shirt,Navy,17.99,4,9/15/2025,9/20/2025
974.0,455.0,31,Pasadena,California,clothing,sweater,Black,33.99,2,10/8/2025,10/14/2025
975.0,348.0,29,Spokane,Washington,clothing,sweater,Gray,33.99,1,12/22/2025,12/29/2025
289.0,727.0,40,Fresno,California,outerwear,hoodie,Black,45.99,1,,
985.0,92.0,20,Denver,Colorado,outerwear,hoodie,Navy,45.99,1,5/27/2025,6/2/2025
210.0,240.0,45,Loretto,Minnesota,clothing,shorts,Beige,23.99,2,6/5/2025,6/6/2025
416.0,14.0,48,Littleton,Colorado,clothing,shirt,Black,25.99,4,3/31/2025,4/2/2025
718.0,713.0,63,Sacramento,California,outerwear,jacket,Blue,59.99,3,10/14/2025,10/20/2025
754.0,984.0,25,Milwaukee,Wisconsin,outerwear,jacket,Navy,59.99,3,3/22/2025,3/26/2025
783.0,40.0,42,Stockton,California,outerwear,hoodie,Beige,45.99,1,7/17/2025,7/19/2025
391.0,54.0,49,Detroit,Michigan,accessories,hat,Black,15.99,1,2/5/2025,2/10/2025
661.0,535.0,23,Glendale,California,outerwear,hoodie,Black,45.99,2,5/16/2025,5/18/2025
440.0,965.0,54,Los Angeles,California,clothing,sweater,Black,33.99,1,,
978.0,858.0,41,Inglewood,California,clothing,socks,Black,11.99,4,4/20/2025,4/24/2025
506.0,975.0,27,Ventura,California,clothing,t-shirt,Navy,17.99,3,9/9/2025,9/14/2025
785.0,107.0,48,Seattle,Washington,accessories,backpack,White,39.99,1,11/22/2025,11/24/2025
265.0,863.0,18,Sacramento,California,clothing,sweater,Navy,33.99,1,9/28/2025,9/30/2025
35.0,70.0,27,Denver,Colorado,clothing,sweater,Gray,33.99,1,4/16/2025,4/18/2025
539.0,629.0,40,Flint,Michigan,outerwear,hoodie,Beige,45.99,2,1/21/2025,1/25/2025
216.0,954.0,48,Tacoma,Washington,accessories,backpack,Navy,39.99,4,1/28/2025,1/29/2025
33.0,653.0,29,Spokane,Washington,outerwear,hoodie,Black,45.99,3,1/16/2025,1/22/2025
53.0,761.0,55,Boise,Idaho,clothing,sweater,Gray,33.99,4,8/24/2025,8/27/2025
370.0,719.0,22,Colorado Springs,Colorado,outerwear,hoodie,Black,45.99,3,3/26/2025,3/30/2025
761.0,,38,Fresno,California,accessories,hat,Blue,15.99,1,7/23/2025,7/27/2025
724.0,285.0,31,San Diego,California,clothing,shorts,Gray,23.99,1,7/19/2025,7/26/2025
105.0,810.0,26,Minneapolis,Minnesota,accessories,backpack,Navy,39.99,2,10/25/2025,11/1/2025
246.0,744.0,23,North Hollywood,California,outerwear,hoodie,Gray,45.99,2,7/27/2025,7/30/2025
591.0,654.0,21,Los Angeles,California,outerwear,hoodie,Navy,45.99,1,7/15/2025,7/19/2025
528.0,911.0,26,Duluth,Minnesota,outerwear,jacket,Black,59.99,1,11/4/2025,11/7/2025
636.0,305.0,56,Eugene,Oregon,accessories,hat,Navy,15.99,1,1/28/2025,1/29/2025
500.0,607.0,30,Pasadena,California,accessories,backpack,Navy,39.99,2,12/6/2025,12/12/2025
53.0,266.0,55,Van Nuys,California,clothing,shirt,Beige,25.99,1,9/3/2025,9/6/2025
893.0,773.0,60,Seattle,Washington,clothing,socks,Gray,11.99,1,6/20/2025,6/23/2025
274.0,938.0,45,San Francisco,California,clothing,shorts,Beige,23.99,2,5/24/2025,5/26/2025
10.0,163.0,40,San Francisco,California,accessories,backpack,White,39.99,1,2/7/2025,2/12/2025
187.0,703.0,39,Sacramento,California,clothing,shirt,Gray,25.99,3,9/12/2025,9/14/2025
423.0,741.0,44,Madison,Wisconsin,accessories,backpack,Navy,39.99,3,10/6/2025,10/9/2025
980.0,229.0,35,Lansing,Michigan,clothing,sweater,Black,33.99,1,3/9/2025,3/13/2025
267.0,958.0,43,Sacramento,California,outerwear,hoodie,Gray,45.99,1,2/3/2025,2/8/2025
481.0,137.0,28,Minneapolis,Minnesota,accessories,hat,Gray,15.99,1,2/5/2025,2/10/2025
867.0,368.0,46,San Francisco,California,clothing,sweater,Black,33.99,1,5/1/2025,5/6/2025
107.0,965.0,54,Los Angeles,California,clothing,socks,Black,11.99,2,9/14/2025,9/17/2025
942.0,589.0,57,Concord,California,clothing,socks,White,11.99,2,1/6/2025,1/11/2025
469.0,87.0,35,Sacramento,California,accessories,hat,Gray,15.99,2,5/4/2025,5/6/2025
749.0,772.0,42,Portland,Oregon,clothing,t-shirt,Black,17.99,5,1/12/2025,1/19/2025
974.0,564.0,23,Detroit,Michigan,clothing,sweater,Gray,33.99,1,6/13/2025,6/16/2025
875.0,806.0,18,Monticello,Minnesota,outerwear,hoodie,Navy,45.99,3,10/1/2025,10/4/2025
383.0,291.0,45,Flint,Michigan,outerwear,hoodie,Beige,45.99,2,10/24/2025,10/30/2025
,778.0,27,Boise,Idaho,accessories,backpack,Navy,39.99,1,10/20/2025,10/27/2025
65.0,542.0,57,Warren,Michigan,accessories,backpack,Black,39.99,3,8/31/2025,9/1/2025
204.0,181.0,37,Santa Monica,California,outerwear,hoodie,Gray,45.99,1,3/24/2025,3/28/2025
661.0,396.0,26,Portland,Oregon,outerwear,hoodie,Black,45.99,1,3/12/2025,3/19/2025
702.0,929.0,30,Bakersfield,California,outerwear,jacket,Black,59.99,1,6/18/2025,6/22/2025
136.0,599.0,50,Bakersfield,California,outerwear,hoodie,Black,45.99,2,12/12/2025,12/17/2025
91.0,,28,Milwaukee,Wisconsin,clothing,pants,Navy,37.99,2,7/24/2025,7/30/2025
567.0,311.0,57,San Diego,California,clothing,pants,Navy,37.99,2,4/15/2025,4/20/2025
690.0,811.0,38,Detroit,Michigan,clothing,socks,Black,11.99,3,5/23/2025,5/28/2025
142.0,270.0,34,Fresno,California,outerwear,hoodie,Black,45.99,1,11/17/2025,11/21/2025
556.0,633.0,61,Sacramento,California,accessories,hat,Black,15.99,1,6/12/2025,6/18/2025
889.0,153.0,49,Denver,Colorado,clothing,shirt,Navy,25.99,1,3/14/2025,3/21/2025
900.0,314.0,48,Kalamazoo,Michigan,clothing,t-shirt,White,17.99,2,7/16/2025,7/22/2025
343.0,818.0,34,Modesto,California,clothing,shirt,Gray,25.99,4,5/25/2025,6/1/2025
670.0,666.0,43,Boise,Idaho,clothing,sweater,Navy,33.99,1,8/20/2025,8/23/2025
488.0,661.0,50,Maple Plain,Minnesota,outerwear,hoodie,Gray,45.99,2,3/22/2025,3/28/2025
265.0,390.0,19,San Francisco,California,clothing,socks,White,11.99,2,11/11/2025,11/13/2025
59.0,264.0,26,Spokane,Washington,outerwear,hoodie,Gray,45.99,1,10/13/2025,10/17/2025
948.0,392.0,36,Colorado Springs,Colorado,accessories,hat,Blue,15.99,1,3/20/2025,3/27/2025
294.0,517.0,26,Vancouver,Washington,accessories,hat,Beige,15.99,3,,
332.0,951.0,21,Milwaukee,Wisconsin,clothing,sweater,Navy,33.99,1,10/25/2025,10/26/2025
,134.0,19,Visalia,California,clothing,t-shirt,Black,17.99,5,8/3/2025,8/6/2025
819.0,670.0,53,Denver,Colorado,accessories,backpack,Black,39.99,2,12/23/2025,12/24/2025
111.0,426.0,26,Fullerton,California,outerwear,jacket,Black,59.99,2,10/1/2025,10/5/2025
417.0,50.0,23,Warren,Michigan,clothing,t-shirt,Navy,17.99,2,6/3/2025,6/8/2025
70.0,649.0,64,Boulder,Colorado,clothing,sweater,Gray,33.99,1,12/25/2025,12/26/2025
970.0,408.0,20,Detroit,Michigan,clothing,sweater,Navy,33.99,1,5/5/2025,5/10/2025
437.0,337.0,27,Pasadena,California,outerwear,hoodie,Blue,45.99,1,3/13/2025,3/18/2025
912.0,310.0,34,Los Angeles,California,accessories,backpack,Black,39.99,4,5/24/2025,5/31/2025
247.0,299.0,32,Newport Beach,California,clothing,shirt,Gray,25.99,3,8/6/2025,8/12/2025
261.0,524.0,32,Seattle,Washington,clothing,sweater,Navy,33.99,4,6/1/2025,6/7/2025
361.0,194.0,45,Glendale,California,clothing,shirt,Beige,25.99,1,9/21/2025,9/28/2025
587.0,68.0,57,Dearborn,Michigan,clothing,shorts,Blue,23.99,1,8/1/2025,8/8/2025
434.0,223.0,46,Fresno,California,clothing,sweater,Gray,33.99,3,1/5/2025,1/12/2025
352.0,588.0,28,Los Angeles,California,accessories,backpack,Black,39.99,2,3/2/2025,3/9/2025
120.0,76.0,50,Colorado Springs,Colorado,clothing,t-shirt,Black,17.99,2,4/10/2025,4/15/2025
296.0,892.0,38,San Francisco,California,accessories,backpack,Black,39.99,1,3/21/2025,3/26/2025
591.0,236.0,60,Spokane,Washington,accessories,backpack,Black,39.99,1,1/10/2025,1/13/2025
152.0,680.0,65,Portland,Oregon,clothing,t-shirt,Gray,17.99,1,2/17/2025,2/21/2025
929.0,41.0,30,Glendale,California,outerwear,jacket,Navy,59.99,2,,
526.0,189.0,36,Riverside,California,clothing,pants,Black,37.99,3,3/13/2025,3/15/2025
925.0,492.0,38,San Diego,California,clothing,shorts,Navy,23.99,1,4/19/2025,4/23/2025
749.0,132.0,55,Oxnard,California,outerwear,hoodie,Gray,45.99,1,1/7/2025,1/12/2025
155.0,701.0,39,Simi Valley,California,outerwear,hoodie,Navy,45.99,1,10/12/2025,10/19/2025
874.0,666.0,43,Boise,Idaho,clothing,shorts,Beige,23.99,1,4/9/2025,4/11/2025
144.0,539.0,65,Madison,Wisconsin,accessories,hat,Black,15.99,2,10/19/2025,10/20/2025
618.0,473.0,27,Burbank,California,clothing,t-shirt,Gray,17.99,1,8/1/2025,8/7/2025
18.0,973.0,29,Tacoma,Washington,clothing,sweater,Navy,33.99,4,12/10/2025,12/13/2025
117.0,664.0,51,Chico,California,outerwear,hoodie,Black,45.99,2,9/3/2025,9/10/2025
915.0,352.0,32,Boise,Idaho,clothing,sweater,Black,33.99,1,2/16/2025,2/18/2025
817.0,385.0,52,Anaheim,California,outerwear,jacket,Navy,59.99,3,7/20/2025,7/21/2025
94.0,514.0,34,Young America,Minnesota,clothing,t-shirt,Gray,17.99,3,2/1/2025,2/6/2025
328.0,901.0,44,Duluth,Minnesota,clothing,socks,White,11.99,1,1/7/2025,1/12/2025
491.0,116.0,57,Seattle,Washington,clothing,t-shirt,Black,17.99,1,10/22/2025,10/27/2025
769.0,748.0,34,Minneapolis,Minnesota,clothing,sweater,Black,33.99,1,2/8/2025,2/10/2025
177.0,428.0,24,Los Angeles,California,accessories,backpack,White,39.99,1,9/11/2025,9/17/2025
352.0,667.0,32,San Bernardino,California,outerwear,hoodie,Navy,45.99,5,10/17/2025,10/24/2025
536.0,974.0,40,Santa Monica,California,clothing,t-shirt,White,17.99,3,4/19/2025,4/25/2025
857.0,906.0,36,Minneapolis,Minnesota,clothing,t-shirt,White,17.99,2,6/21/2025,6/22/2025
28.0,49.0,22,San Diego,California,outerwear,hoodie,Black,45.99,2,3/20/2025,3/26/2025
130.0,685.0,53,San Jose,California,clothing,socks,Black,11.99,7,4/12/2025,4/13/2025
,614.0,53,San Diego,California,accessories,hat,Black,15.99,1,6/16/2025,6/20/2025
12.0,786.0,32,Sacramento,California,clothing,t-shirt,White,17.99,4,8/11/2025,8/18/2025
728.0,369.0,35,North Hollywood,California,clothing,shorts,Beige,23.99,1,7/5/2025,7/12/2025
749.0,105.0,30,Irvine,California,outerwear,hoodie,White,45.99,2,2/4/2025,2/9/2025
393.0,716.0,36,Santa Cruz,California,clothing,shirt,White,25.99,3,12/19/2025,12/26/2025
575.0,575.0,39,Denver,Colorado,clothing,t-shirt,White,17.99,3,11/8/2025,11/14/2025
212.0,384.0,35,Lancaster,California,clothing,t-shirt,Black,17.99,3,,
221.0,329.0,51,Idaho Falls,Idaho,clothing,shirt,Navy,25.99,3,8/19/2025,8/25/2025
413.0,860.0,37,Lansing,Michigan,clothing,shorts,Beige,23.99,3,4/21/2025,4/26/2025
,,62,Pomona,California,clothing,t-shirt,White,17.99,2,4/26/2025,4/30/2025
459.0,72.0,64,Racine,Wisconsin,clothing,pants,Navy,37.99,3,5/15/2025,5/16/2025
780.0,758.0,19,Fresno,California,accessories,backpack,White,39.99,1,7/25/2025,7/31/2025
736.0,252.0,49,Fresno,California,clothing,t-shirt,Black,17.99,1,6/5/2025,6/11/2025
180.0,298.0,20,Fullerton,California,clothing,t-shirt,White,17.99,1,2/5/2025,2/11/2025
277.0,439.0,36,San Diego,California,clothing,shirt,White,25.99,2,8/1/2025,8/8/2025
798.0,606.0,30,Warren,Michigan,clothing,shirt,White,25.99,1,12/21/2025,12/23/2025
721.0,330.0,34,Aurora,Colorado,accessories,hat,Blue,15.99,3,12/21/2025,12/22/2025
131.0,339.0,32,Sacramento,California,clothing,t-shirt,Black,17.99,1,2/3/2025,2/9/2025
612.0,908.0,64,Sacramento,California,clothing,socks,White,11.99,3,8/21/2025,8/28/2025
248.0,870.0,47,Seattle,Washington,clothing,shorts,Gray,23.99,3,9/21/2025,9/27/2025
91.0,752.0,29,Hayward,California,clothing,socks,White,11.99,4,8/3/2025,8/8/2025
423.0,939.0,61,Sacramento,California,outerwear,hoodie,Black,45.99,2,3/20/2025,3/25/2025
148.0,194.0,45,Glendale,California,accessories,backpack,Black,39.99,2,1/31/2025,2/6/2025
456.0,521.0,35,Los Angeles,California,clothing,shirt,Beige,25.99,3,11/19/2025,11/22/2025
330.0,660.0,21,Portland,Oregon,clothing,sweater,Navy,33.99,1,7/10/2025,7/11/2025
851.0,118.0,26,San Francisco,California,clothing,pants,Blue,37.99,2,8/8/2025,8/14/2025
15.0,774.0,34,San Jose,California,clothing,socks,White,11.99,2,3/15/2025,3/21/2025
76.0,7.0,29,Minneapolis,Minnesota,clothing,sweater,Blue,33.99,1,6/2/2025,6/5/2025
249.0,803.0,46,Denver,Colorado,clothing,shorts,Beige,23.99,3,11/15/2025,11/21/2025
185.0,,28,Long Beach,California,clothing,t-shirt,Black,17.99,2,3/31/2025,4/7/2025
817.0,328.0,42,Rochester,Minnesota,clothing,t-shirt,Black,17.99,1,6/20/2025,6/25/2025
732.0,910.0,24,Colorado Springs,Colorado,outerwear,jacket,Navy,59.99,2,12/5/2025,12/12/2025
907.0,819.0,45,Colorado Springs,Colorado,clothing,sweater,Gray,33.99,1,9/19/2025,9/26/2025
214.0,199.0,27,Oakland,California,clothing,sweater,Black,33.99,7,3/24/2025,3/25/2025
346.0,702.0,20,San Diego,California,clothing,socks,White,11.99,1,2/5/2025,2/10/2025
8.0,,44,Berkeley,California,accessories,hat,Gray,15.99,1,10/29/2025,11/4/2025
233.0,613.0,53,Salem,Oregon,accessories,backpack,Black,39.99,1,5/6/2025,5/10/2025
363.0,15.0,59,Denver,Colorado,outerwear,hoodie,Blue,45.99,1,1/25/2025,1/26/2025
602.0,501.0,42,Portland,Oregon,outerwear,hoodie,Black,45.99,2,5/4/2025,5/9/2025
743.0,532.0,35,Saginaw,Michigan,outerwear,hoodie,Gray,45.99,1,6/4/2025,6/8/2025
518.0,515.0,46,Tacoma,Washington,outerwear,hoodie,Gray,45.99,2,12/6/2025,12/11/2025
883.0,575.0,39,Denver,Colorado,clothing,sweater,Gray,33.99,2,9/5/2025,9/12/2025
90.0,461.0,30,Sacramento,California,outerwear,jacket,Black,59.99,2,5/12/2025,5/13/2025
424.0,489.0,40,Saint Paul,Minnesota,clothing,shirt,White,25.99,2,9/11/2025,9/18/2025
437.0,723.0,48,Stockton,California,clothing,sweater,Navy,33.99,1,7/26/2025,7/31/2025
591.0,391.0,61,Oakland,California,clothing,sweater,Gray,33.99,3,4/16/2025,4/22/2025
975.0,130.0,53,Pueblo,Colorado,clothing,shirt,White,25.99,1,3/31/2025,4/4/2025
476.0,24.0,24,Saint Paul,Minnesota,clothing,shirt,White,25.99,2,2/18/2025,2/23/2025
198.0,725.0,28,Sacramento,California,clothing,t-shirt,Black,17.99,2,1/20/2025,1/24/2025
266.0,304.0,22,Portland,Oregon,outerwear,hoodie,Navy,45.99,1,11/15/2025,11/16/2025
20.0,349.0,20,San Jose,California,outerwear,hoodie,Navy,45.99,5,5/7/2025,5/14/2025
291.0,930.0,37,Petaluma,California,clothing,t-shirt,White,17.99,1,12/11/2025,12/13/2025
254.0,930.0,37,Petaluma,California,clothing,t-shirt,White,17.99,3,5/16/2025,5/21/2025
24.0,330.0,34,Aurora,Colorado,clothing,t-shirt,Gray,17.99,2,4/22/2025,4/27/2025
147.0,82.0,51,Denver,Colorado,outerwear,hoodie,Blue,45.99,1,2/22/2025,2/27/2025
443.0,546.0,35,Seattle,Washington,clothing,t-shirt,Black,17.99,2,1/24/2025,1/30/2025
388.0,846.0,44,Long Beach,California,clothing,socks,White,11.99,2,3/14/2025,3/21/2025
862.0,31.0,39,Moreno Valley,California,clothing,socks,Black,11.99,2,10/20/2025,10/23/2025
747.0,402.0,41,Milwaukee,Wisconsin,clothing,socks,White,11.99,3,7/21/2025,7/22/2025
613.0,794.0,41,Young America,Minnesota,outerwear,jacket,Navy,59.99,2,10/25/2025,10/27/2025
829.0,497.0,40,Seattle,Washington,clothing,sweater,Black,33.99,3,1/7/2025,1/13/2025
930.0,251.0,18,Santa Monica,California,accessories,backpack,Black,39.99,2,12/26/2025,1/1/2026
402.0,472.0,21,Saint Cloud,Minnesota,clothing,pants,Black,37.99,1,6/8/2025,6/10/2025
247.0,17.0,31,Saint Paul,Minnesota,outerwear,hoodie,Black,45.99,3,10/31/2025,11/4/2025
379.0,426.0,26,Fullerton,California,outerwear,hoodie,Navy,45.99,2,3/11/2025,3/14/2025
308.0,378.0,28,Concord,California,clothing,sweater,Navy,33.99,2,4/1/2025,4/5/2025
443.0,241.0,48,Los Angeles,California,clothing,shirt,Beige,25.99,1,9/10/2025,9/13/2025
419.0,802.0,18,Grand Rapids,Michigan,clothing,socks,Gray,11.99,1,4/26/2025,4/28/2025
21.0,524.0,32,Seattle,Washington,outerwear,hoodie,Navy,45.99,2,4/11/2025,4/17/2025
149.0,780.0,22,Mountain View,California,clothing,socks,Black,11.99,2,6/16/2025,6/23/2025
511.0,800.0,21,Dearborn,Michigan,clothing,socks,White,11.99,5,1/26/2025,1/29/2025
724.0,653.0,29,Spokane,Washington,accessories,hat,Black,15.99,1,4/17/2025,4/18/2025
475.0,418.0,32,San Bernardino,California,accessories,hat,Blue,15.99,5,2/26/2025,2/27/2025
355.0,377.0,51,San Diego,California,clothing,t-shirt,White,17.99,1,12/17/2025,12/24/2025
,775.0,35,Young America,Minnesota,clothing,pants,Navy,37.99,1,3/4/2025,3/10/2025
624.0,663.0,28,Irvine,California,clothing,socks,Black,11.99,2,12/30/2025,1/4/2026
954.0,,39,Sacramento,California,clothing,t-shirt,Black,17.99,1,6/13/2025,6/14/2025
45.0,80.0,55,Colorado Springs,Colorado,clothing,socks,Black,11.99,1,2/7/2025,2/9/2025
671.0,734.0,29,Northridge,California,clothing,shorts,Black,23.99,2,10/8/2025,10/11/2025
401.0,783.0,22,Sacramento,California,accessories,hat,Gray,15.99,1,7/25/2025,7/31/2025
928.0,804.0,19,Denver,Colorado,clothing,socks,Gray,11.99,1,11/21/2025,11/26/2025
183.0,,33,Englewood,Colorado,clothing,t-shirt,White,17.99,1,5/16/2025,5/17/2025
145.0,515.0,46,Tacoma,Washington,outerwear,hoodie,Black,45.99,1,9/23/2025,9/29/2025
391.0,491.0,65,Detroit,Michigan,clothing,t-shirt,Gray,17.99,1,1/1/2025,1/6/2025
458.0,588.0,28,Los Angeles,California,outerwear,hoodie,Black,45.99,1,12/2/2025,12/6/2025
406.0,,37,San Jose,California,outerwear,jacket,Navy,59.99,1,11/12/2025,11/15/2025
878.0,525.0,29,Saint Paul,Minnesota,clothing,sweater,Navy,33.99,2,11/23/2025,11/29/2025
232.0,103.0,50,Detroit,Michigan,clothing,socks,White,11.99,3,9/11/2025,9/15/2025
488.0,504.0,25,Grand Rapids,Michigan,clothing,sweater,Navy,33.99,1,3/26/2025,4/2/2025
115.0,662.0,40,San Francisco,California,accessories,backpack,Navy,39.99,1,4/29/2025,4/30/2025
43.0,982.0,55,Santa Monica,California,clothing,t-shirt,Black,17.99,1,7/28/2025,7/29/2025
959.0,235.0,37,Stockton,California,clothing,t-shirt,Navy,17.99,2,1/23/2025,1/28/2025
225.0,491.0,65,Detroit,Michigan,clothing,t-shirt,White,17.99,5,1/8/2025,1/13/2025
627.0,613.0,53,Salem,Oregon,accessories,backpack,Black,39.99,2,3/28/2025,3/31/2025
539.0,105.0,30,Irvine,California,clothing,socks,White,11.99,1,11/20/2025,11/23/2025
730.0,246.0,41,Sacramento,California,clothing,sweater,Gray,33.99,3,5/17/2025,5/21/2025
809.0,175.0,52,San Diego,California,outerwear,jacket,Navy,59.99,1,4/9/2025,4/12/2025
555.0,54.0,49,Detroit,Michigan,accessories,hat,Blue,15.99,1,1/12/2025,1/14/2025
779.0,845.0,32,Sacramento,California,clothing,shorts,Black,23.99,3,9/18/2025,9/22/2025
433.0,529.0,33,Seattle,Washington,clothing,socks,Black,11.99,1,6/28/2025,7/3/2025
969.0,294.0,50,San Jose,California,outerwear,hoodie,Black,45.99,1,11/18/2025,11/19/2025
150.0,686.0,55,San Bernardino,California,outerwear,jacket,Blue,59.99,3,7/23/2025,7/30/2025
658.0,97.0,36,Modesto,California,clothing,socks,White,11.99,1,11/23/2025,11/24/2025
459.0,485.0,36,San Francisco,California,clothing,socks,Black,11.99,1,6/10/2025,6/17/2025
594.0,854.0,45,Bakersfield,California,clothing,t-shirt,White,17.99,2,1/13/2025,1/19/2025
488.0,949.0,43,Madison,Wisconsin,clothing,t-shirt,White,17.99,4,6/16/2025,6/19/2025
735.0,18.0,26,Bakersfield,California,outerwear,hoodie,Black,45.99,3,10/2/2025,10/5/2025
492.0,41.0,30,Glendale,California,clothing,socks,White,11.99,1,1/19/2025,1/21/2025
255.0,889.0,19,Minneapolis,Minnesota,clothing,socks,White,11.99,1,,
93.0,122.0,42,San Francisco,California,outerwear,hoodie,Black,45.99,3,11/20/2025,11/27/2025
851.0,580.0,52,Salem,Oregon,accessories,backpack,Navy,39.99,3,1/18/2025,1/24/2025
808.0,523.0,29,Minneapolis,Minnesota,clothing,t-shirt,White,17.99,2,1/10/2025,1/17/2025
735.0,258.0,53,Denver,Colorado,clothing,socks,White,11.99,1,9/5/2025,9/7/2025
342.0,153.0,49,Denver,Colorado,clothing,t-shirt,White,17.99,4,7/9/2025,7/16/2025
977.0,157.0,53,Milwaukee,Wisconsin,clothing,t-shirt,Black,17.99,2,6/6/2025,6/11/2025
481.0,462.0,31,Santa Barbara,California,accessories,backpack,Black,39.99,1,6/9/2025,6/16/2025
428.0,766.0,24,Vancouver,Washington,clothing,shorts,Navy,23.99,1,4/9/2025,4/12/2025
901.0,447.0,50,Denver,Colorado,accessories,hat,Gray,15.99,4,1/18/2025,1/25/2025
398.0,60.0,37,Vancouver,Washington,outerwear,hoodie,White,45.99,1,6/16/2025,6/19/2025
772.0,836.0,31,Colorado Springs,Colorado,accessories,hat,Black,15.99,6,4/6/2025,4/9/2025
892.0,913.0,39,Battle Creek,Michigan,clothing,t-shirt,White,17.99,1,10/8/2025,10/13/2025
199.0,466.0,24,Portland,Oregon,clothing,shirt,Black,25.99,1,9/4/2025,9/6/2025
1.0,,49,Los Angeles,California,clothing,sweater,Navy,33.99,1,4/6/2025,4/10/2025
94.0,929.0,30,Bakersfield,California,clothing,t-shirt,White,17.99,1,12/12/2025,12/15/2025
,764.0,39,Sacramento,California,clothing,sweater,Gray,33.99,3,10/27/2025,11/3/2025
757.0,532.0,35,Saginaw,Michigan,clothing,shirt,Black,25.99,1,6/10/2025,6/14/2025
604.0,498.0,31,Saginaw,Michigan,clothing,t-shirt,Black,17.99,1,2/11/2025,2/13/2025
906.0,627.0,49,Saint Paul,Minnesota,clothing,socks,Gray,11.99,1,4/4/2025,4/8/2025
718.0,69.0,30,Lansing,Michigan,outerwear,hoodie,Gray,45.99,1,9/22/2025,9/27/2025
196.0,503.0,35,Madison,Wisconsin,clothing,shirt,White,25.99,1,4/5/2025,4/7/2025
28.0,335.0,24,Lansing,Michigan,clothing,shirt,White,25.99,1,8/31/2025,9/3/2025
18.0,132.0,55,Oxnard,California,outerwear,hoodie,Gray,45.99,1,10/9/2025,10/14/2025
579.0,44.0,27,Stockton,California,clothing,shorts,Blue,23.99,1,4/16/2025,4/22/2025
544.0,339.0,32,Sacramento,California,clothing,shirt,Gray,25.99,2,4/10/2025,4/16/2025
67.0,865.0,52,North Hollywood,California,clothing,socks,White,11.99,1,4/11/2025,4/16/2025
273.0,936.0,23,Madison,Wisconsin,clothing,shirt,Beige,25.99,2,1/16/2025,1/21/2025
192.0,828.0,57,Sacramento,California,outerwear,hoodie,Gray,45.99,4,6/22/2025,6/26/2025
551.0,923.0,47,Saint Paul,Minnesota,clothing,t-shirt,White,17.99,1,12/29/2025,12/30/2025
777.0,752.0,29,Hayward,California,outerwear,jacket,Black,59.99,1,3/4/2025,3/7/2025
101.0,244.0,35,Irvine,California,clothing,t-shirt,Black,17.99,1,4/16/2025,4/23/2025
109.0,888.0,28,Chico,California,clothing,shirt,Navy,25.99,3,6/24/2025,6/29/2025
434.0,704.0,27,Modesto,California,outerwear,jacket,White,59.99,1,12/9/2025,12/16/2025
434.0,459.0,59,Fullerton,California,clothing,socks,White,11.99,1,2/19/2025,2/25/2025
329.0,979.0,40,Detroit,Michigan,clothing,t-shirt,White,17.99,2,12/13/2025,12/15/2025
643.0,274.0,48,Colorado Springs,Colorado,clothing,shirt,Gray,25.99,3,1/30/2025,2/3/2025
887.0,831.0,33,Pasadena,California,clothing,shirt,Beige,25.99,3,8/8/2025,8/12/2025
587.0,881.0,28,Chula Vista,California,outerwear,jacket,Black,59.99,3,5/1/2025,5/7/2025
23.0,513.0,39,Madison,Wisconsin,outerwear,jacket,Black,59.99,4,4/1/2025,4/3/2025
262.0,441.0,39,Los Angeles,California,clothing,pants,Gray,37.99,1,2/17/2025,2/22/2025
790.0,313.0,61,Portland,Oregon,outerwear,hoodie,Gray,45.99,3,6/10/2025,6/13/2025
641.0,601.0,61,Aurora,Colorado,clothing,shorts,Gray,23.99,2,9/27/2025,10/4/2025
355.0,827.0,49,Seattle,Washington,clothing,t-shirt,White,17.99,1,9/27/2025,10/3/2025
170.0,802.0,18,Grand Rapids,Michigan,clothing,shirt,Black,25.99,4,11/30/2025,12/1/2025
